,Unnamed: 0,text,spellchecked_text,normalized_text,contains_ref,label
690,690,"    At the demolition site, the guttural growl of heavy machinery and the crashing of concrete and steel marked the noisy birth of future possibilities.",At the demolition site the guttural growl of heavy machinery and the crashing of concrete and steel marked the noisy birth of future possibilities,demolition site guttural growl heavy machinery crashing concrete steel mark noisy birth future possibility,True,"[{""start"":28,""end"":65,""text"":""the guttural growl of heavy machinery"",""labels"":[""SOUND""]},{""start"":70,""end"":104,""text"":""the crashing of concrete and steel"",""labels"":[""SOUND""]}]"
691,691,"    When the choir sang, their blended voices ascended like incense, filling the church with an ethereal sound that seemed heaven-sent.",When the choir sang their blended voices ascended like incense filling the church with an ethereal sound that seemed heaven-sent.,choir sing blend voice ascend incense fill church ethereal sound heaven send,True,"[{""start"":9,""end"":23,""text"":""the choir sang"",""labels"":[""SOUND""]},{""start"":25,""end"":44,""text"":""their blended voice"",""labels"":[""SOUND""]},{""start"":93,""end"":110,""text"":""an ethereal sound"",""labels"":[""SOUND""]}]"
692,692,"    In the courtroom, the stentorian voice of the judge carried a solemnity that underscored the gravity of the proceedings and the fate hanging in the balance.",In the courtroom the stentorian voice of the judge carried a solemnity that underscored the gravity of the proceedings and the fate hanging in the balance,courtroom stentorian voice judge carry solemnity underscore gravity proceeding fate hang balance,True,"[{""start"":22,""end"":55,""text"":""the stentorian voice of the judge"",""labels"":[""SOUND""]}]"
693,693,"    During the wine tasting, the pop of corks and the glug of poured vino added an auditory satisfaction to the oenophilic experience.",During the wine tasting the pop of corks and the glug of poured vino added an auditory satisfaction to the oenophilic experience,wine taste pop cork glug pour vino add auditory satisfaction oenophilic experience,True,"[{""start"":29,""end"":45,""text"":""the pop of corks"",""labels"":[""SOUND""]},{""start"":50,""end"":73,""text"":""the glug of poured vino"",""labels"":[""SOUND""]},{""start"":80,""end"":104,""text"":""an auditory satisfaction"",""labels"":[""SOUND""]}]"
694,694,"    On the red carpet, the click of camera shutters created a relentless mechanical drone, an insatiable appetite for celebrity captured in a million frozen moments.",On the red carpet the click of camera shutters created a relentless mechanical drone an insatiable appetite for celebrity captured in a million frozen moments,red carpet click camera shutter create relentless mechanical drone insatiable appetite celebrity capture frozen moment,True,"[{""start"":23,""end"":51,""text"":""the click of camera shutters"",""labels"":[""SOUND""]},{""start"":62,""end"":89,""text"":""relentless mechanical drone"",""labels"":[""SOUND""]}]"
695,695,"    At the radio station, the DJ's voice smoothly segued from song to song, threading together a tapestry of tunes for an unseen but listening world.",At the radio station the da's voice smoothly segued from song to song threading together a tapestry of tunes for an unseen but listening world,radio station voice smoothly segue song song thread tapestry tune unseen listen world,True,"[{""start"":25,""end"":41,""text"":"" the DJ's voice "",""labels"":[""SOUND""]},{""start"":57,""end"":74,""text"":""from song to song"",""labels"":[""SOUND""]},{""start"":95,""end"":114,""text"":""a tapestry of tunes"",""labels"":[""SOUND""]}]"
696,696,"    During the avalanche, the deafening roar of tumbling snow and ice was the voice of nature unbridled, a force indifferent to its potential destruction.",During the avalanche the deafening roar of tumbling snow and ice was the voice of nature unbridled a force indifferent to its potential destruction,avalanche deafen roar tumbling snow ice voice nature unbridle force indifferent potential destruction,True,"[{""start"":26,""end"":61,""text"":""the deafening roar of tumbling snow"",""labels"":[""SOUND""]},{""start"":73,""end"":94,""text"":"" the voice of nature "",""labels"":[""SOUND""]}]"
697,697,"    In the vintage record store, the needle’s soft drop onto vinyl was the gateway to an analogue realm, rich in tonal warmth and historical resonance.",In the vintage record store the needles soft drop onto vinyl was the gateway to an analogue realm rich in tonal warmth and historical resonance,vintage record store needle soft drop vinyl gateway analogue realm rich tonal warmth historical resonance,True,"[{""start"":33,""end"":66,""text"":""the needle’s soft drop onto vinyl"",""labels"":[""SOUND""]}]"
698,698,"    When the wind turbines turned, their whirring blades produced a sound that was simultaneously modern and ancient, the old wind now harnessed for new power.",When the wind turbines turned their whirring blades produced a sound that was simultaneously modern and ancient the old wind now harnessed for new power,wind turbine turn whirring blade produce sound simultaneously modern ancient old wind harness new power,True,"[{""start"":13,""end"":33,""text"":""wind turbines turned"",""labels"":[""SOUND""]},{""start"":35,""end"":117,""text"":""their whirring blades produced a sound that was simultaneously modern and ancient,"",""labels"":[""SOUND""]}]"
699,699,"        Amidst the grandeur of the waterfall, the thunderous cascade of water served as a primal anthem to the relentless cycles of nature.",Amidst the grandeur of the waterfall the thunderous cascade of water served as a primal anthem to the relentless cycles of nature,grandeur waterfall thunderous cascade water serve primal anthem relentless cycle nature,True,"[{""start"":46,""end"":78,""text"":""the thunderous cascade of water "",""labels"":[""SOUND""]}]"
700,700,"    At the ocean shore, the cries of seagulls ornamented the salty breeze, as if each bird were a soloist in the sea's ever-changing symphony.",At the ocean shore the cries of seagulls ornamented the salty breeze as if each bird were a soloist in the sea's ever-changing symphony,ocean cry seagull ornament salty breeze bird soloist sea change symphony,True,"[{""start"":24,""end"":45,""text"":""the cries of seagulls"",""labels"":[""SOUND""]},{""start"":110,""end"":141,""text"":""he sea's ever-changing symphony"",""labels"":[""SOUND""]}]"
701,701,"    During the rehearsal, the actors' lines filled the theater, their spoken words intermingling with the acoustic qualities of the space, creating a multi-layered soundscape.",During the rehearsal the actors lines filled the theater their spoken words intermingling with the acoustic qualities of the space creating a multi-layered soundscape.,rehearsal actor line fill theater speak word intermingle acoustic quality space create multi layered soundscape,True,"[{""start"":64,""end"":82,""text"":""their spoken words"",""labels"":[""SOUND""]},{""start"":102,""end"":124,""text"":""the acoustic qualities"",""labels"":[""SOUND""]},{""start"":148,""end"":174,""text"":""a multi-layered soundscape"",""labels"":[""SOUND""]}]"
702,702,"    In the bustling factory, the rhythmic cacophony of assembly lines and machinery composed an industrial symphony, one that hummed with productivity and human ingenuity.",In the bustling factory the rhythmic cacophony of assembly lines and machinery composed an industrial symphony one that hummed with productivity and human ingenuity,bustle factory rhythmic cacophony assembly line machinery compose industrial symphony hum productivity human ingenuity,True,"[{""start"":29,""end"":84,""text"":""the rhythmic cacophony of assembly lines and machinery "",""labels"":[""SOUND""]},{""start"":93,""end"":115,""text"":""an industrial symphony"",""labels"":[""SOUND""]}]"
703,703,"    As the clock's pendulum swung, its ticking seemed to slice time into precisely measured fragments, each tick a metronomic marker of temporal passage.",As the clock's pendulum swung its ticking seemed to slice time into precisely measured fragments each tick a metronome marker of temporal passage,clock pendulum swing ticking slice time precisely measure fragment tick metronome marker temporal passage,True,"[{""start"":4,""end"":33,""text"":""As the clock's pendulum swung"",""labels"":[""SOUND""]},{""start"":35,""end"":46,""text"":""its ticking"",""labels"":[""SOUND""]},{""start"":108,""end"":112,""text"":""tick"",""labels"":[""SOUND""]}]"
704,704,"    In the art gallery, the soft footfalls of visitors and the murmured critiques created an ambient tapestry of sound, framing the visual pieces on display.",In the art gallery the soft footfalls of visitors and the murmured critiques created an ambient tapestry of sounds framing the visual pieces on display,art gallery soft footfall visitor murmur critique create ambient tapestry sound frame visual piece display,True,"[{""start"":24,""end"":54,""text"":""the soft footfalls of visitors"",""labels"":[""SOUND""]},{""start"":59,""end"":81,""text"":""the murmured critiques"",""labels"":[""SOUND""]},{""start"":101,""end"":118,""text"":""tapestry of sound"",""labels"":[""SOUND""]}]"
705,705,"    During the snowstorm, the muffled quality of sounds painted an acoustic portrait of a world subdued and temporarily insulated from its usual cacophony.",During the snowstorm the muffled quality of sounds painted an acoustic portrait of a world subdued and temporarily insulated from its usual cacophony,snowstorm muffled quality sound paint acoustic portrait world subdue temporarily insulate usual cacophony,True,"[{""start"":26,""end"":55,""text"":""the muffled quality of sounds"",""labels"":[""SOUND""]},{""start"":135,""end"":154,""text"":""its usual cacophony"",""labels"":[""SOUND""]}]"
