,index,filename,sentence_id,sentence,token,ref_type,original_ref_type,len
398,889,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,15,"In the Nymphalidae , or great group of butterflies with rudimentary forelegs , we find some of the common cosmopolitan Dana ' inse have dactylate hollow processes at the abdominal extremity , which are furnished with hairs , and on protrusion emit a disagreeable odour ; and sexual pouches , possibly in connection , exist on the first median nervure of the hind wing in a few species ; both being seen in the tawny Danais , that extends its range to Southern Europe .",disagreeable hairs protrusion odour,Olfactive,Quality,85
399,892,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,17,"The spot and brush of the Yellow Callidryas are reproduced in one of the Satyrinse , and in some of the Nymphalinse ; while in the male of the blue Ageronia Arethusa a rather strong odour is emitted by two large brown spots , situated between the wings , which appear absent in others of this musical genus .",strong odour,Olfactive,Quality,59
400,894,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,18,"The gdorious blue satin Morphos , the pride of Brazilian forest trees , have protrusible hemispherical anal appendages , which sometimes are odoriferous of vanilla ; and in the Brassolinse , another bulky South American progeny , pencils of erectile hairs or spots of scales are present .",protrusible hemispherical anal appendages of vanilla odoriferous,Olfactive,Odour\_Carrier,48
401,897,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,19,"So , too , the peculiar long-winged ITeliconinse of the glades have scent organs in the male , situated between the anal valves , and in the female these are placed on the dorsal side of the abdominal extremity ; but some have also a scent-brush , if conclusion may be drawn from a figure in the volume on “ Foreign Butterflies , ” belonging to the Naturalist ' s Library series .",organs scent scent-brush,Olfactive,Smell\_Source,73
402,899,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,21,"Muller , is , so far as odours are concerned , the most interesting of all these fairy-formed and many-coloured things of the tropical bush .",odours,Olfactive,Smell\_Word,26
403,900,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,22,"On seizing one of these butterflies of either sex , it pushes from between the fourth and fifth segment of the abdomen two hemispherical protuberances producing a disagreeable odour ; and the male has a second pair between the fifth and sixth segments of the abdomen , while a different musk-like odour is produced by a black spot beneath the front wings .",musk-like disagreeable two hemispherical protuberances by a black spot beneath the front wings odour odour,Olfactive,Evoked\_Odorant,63
404,904,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,23,"In the tailed Hair Streaks the sexual spot that may be seen on the disc of the front wings of the female of our green sort , is said to be odorous ; and if so , this is a singular instance of a scent secretion supplanting a fixed wing colour .",the disc of the front wings of the female secretion odorous scent,Olfactive,Smell\_Source,52
405,906,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,25,"They neither in colour as a rule bear the burnish and talismanic impress of the sunlight , or in form do they attain the feathery etherealness of the day fliers ; their antennae and various organs seem fairly heavy and moth-like , and moth-like also are the expansile scent pencils of hair that garnish the hind tibiae of the legs of many of the males .",pencils of hair scent,Olfactive,Smell\_Source,66
406,908,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,26,"Passing to the Burnet kind , a like incarnation of the union of night and day , the males of exotic Glaucopidae have two long retractable filaments , generally beset with hairs , on the ventral side of the abdomen , sometimes emitting a strong odour .",strong hairs odour,Olfactive,Quality,47
407,911,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,27,"Bristling scent pencils , however , are most characteristic of the moths , and these usually distinguish the males , although , being commonly retained in their pouches , their presence is little suspected until they have been pricked out with a needle-point ; but in the twilight Sphinges , especially quick of nerve , they are sometimes found present in both sexes , and sharp fear , as we touch or grasp the ilower-hoverer reposing in diurnal lethargy , will cause their momentary expansion .",pencils scent,Olfactive,Smell\_Source,86
408,913,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,28,"Thus when the male Death ' s-Head Moth is on the point of Squeaking in our fingers , as its abdomen inflates , a sessile pencil of yellow hair starts from a fold between the dorsal and ventral arcs at the base ( Plate V . , Fig . 7b ) , expanding to a stellate form with swift whirling motion , like a trundled mop ( Fig . 7a ) ; and immediately there arises an oily volatile effluvia , resembling the scent of jessamines , but soon becoming nauseous .",of jessamines oily volatile nauseous effluvia scent,Olfactive,Evoked\_Odorant,92
409,916,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,29,"This fluid aroma , secreted near the insertion of the “ fans ,",fluid aroma,Olfactive,Smell\_Source,13
410,918,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,3,"Fritz Muller , who is prosecuting entomological research in the virgin forests of Brazil , stated that he was brought to consider as sexual organs for the diffusion of odours the various pencils , tufts and manes of hair , and the chalky , silky , or velvety spots of peculiar scales , as well as the recurved margin or other pouches enclosing pale buff or white down , which distinguish the wings of many of the brilliant exotic male butterflies .",the various pencils tufts manes of hair odours,Olfactive,Smell\_Source,82
411,920,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,5,"In the Papilionidae , for instance , the front wings of the males have sometimes an oval chalky spot on their under side , opposite to which there is a dark brownish spot on the upper side of the hind wings , both spots emitting a strong disagreeable odour .",strong disagreeable an oval chalky spot dark brownish spot odour,Olfactive,Quality,50
412,923,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,6,"At other times , the scent spot on the fore wings is replaced by a brush of hair , and that on the hind wing is chalky and fragrant of musk , as may be seen in the common canary-coloured butterflies of the tropics , Callidryas .",spot of musk scent fragrant,Olfactive,Smell\_Source,47
413,925,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,7,Here likewise the females show on either side of their anal organs a shining spot odoriferous of a volatile acid .,of a volatile acid odoriferous,Olfactive,Smell\_Source,21
414,927,020E A H Swinton 1880 Insect Variety__210_SCIE.txt,9,"In other genera certain “ plumules / ' or club-shaped scales , fringed with fine hair , have been accused of possessing scent properties .",plumules club-shaped scales scent,Olfactive,Smell\_Source,25
415,929,"051E C. F. Schoenbein 1843 On the odour accompanying electricity, and on the probability of its dependence on the presence of a new substance__40_distribution_SCIE.txt",1,"The author ’ s attention having been long directed to the remarkable fact , that odour , resembling that of phosphorus , is given off during the escape of positive electricity from the point of a conductor into air ; and is likewise perceptible when lightning has struck any object , and also when water is electrolyzed , he has investigated the circumstances attending these phenomena ; and the results he has obtained will , he expects , afford a clue to the discovery of their cause .",that of phosphorus perceptible odour,Olfactive,Evoked\_Odorant,88
416,932,"051E C. F. Schoenbein 1843 On the odour accompanying electricity, and on the probability of its dependence on the presence of a new substance__40_distribution_SCIE.txt",2,"The odour which accompanies the electrolyzation of water , he observes , is only disengaged at the positive electrode .",odour,Olfactive,Smell\_Word,20
417,933,"051E C. F. Schoenbein 1843 On the odour accompanying electricity, and on the probability of its dependence on the presence of a new substance__40_distribution_SCIE.txt",3,He also finds that the odoriferous principle can be preserved in well-closed glass bottles for any length of time .,odoriferous,Olfactive,Smell\_Word,20
418,934,"051E C. F. Schoenbein 1843 On the odour accompanying electricity, and on the probability of its dependence on the presence of a new substance__40_distribution_SCIE.txt",4,"The only metals which yield this odour are gold and platina ; but dilute sulphuric , phosphoric , and nitric acids , and from aqueous solutions of several of the salts , also disengage it .","gold platina dilute sulphuric phosphoric , and nitric acids from aqueous solutions of several of the salts odour it",Olfactive,Smell\_Source,36
419,936,"051E C. F. Schoenbein 1843 On the odour accompanying electricity, and on the probability of its dependence on the presence of a new substance__40_distribution_SCIE.txt",5,"Raising the temperature of the fluid to the boiling point prevents the odour from arising ; and the addition of comparatively small quantities of powdered charcoal , iron , zinc , tin , lead , antimony , bismuth or arsenic , or of a few drops of mercury , to the odorous principle contained in a bottle , immediately destroys the smell ; and the same happens when platina or gold , heated red hot , is introduced into the vessel containing that volatile substance .",bottle odour odorous smell,Olfactive,Odour\_Carrier,86
420,938,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,1,"It is remarkable , however , that though a piece of beef or mutton , plunged in quicksilver , and kept in this degree of heat , yield air , the bulk of which is inflammable , and contracts no putrid smell ( at least , in a day or two ) a mouse treated in the same manner , yields the proper putrid effluvium , as indeed the smell sufficiently indicates .",putrid effluvium putrid piece of beef or mutton a mouse smell smell,Olfactive,Odour\_Carrier,73
421,942,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,10,"It is exceedingly difficult and tedious to collect a quantity of this putrid air , not miscible in water , so very great a proportion of what is collected being absorbed by the water in which it is kept ; but what that proportion is , I have not endeavoured to ascertain .",air putrid,Olfactive,Odour\_Carrier,53
422,944,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,11,"It is probably the same proportion that that part of fixed air , which is not readily absorbed by water , bears to the rest ; and therefore this air , which I at first distinguished by the name of the putrid effluvium , is probably the same with fixed air , mixed with the phlogistic matter , which , in this and other processes , diminishes common air .",putrid effluvium,Olfactive,Quality,70
423,946,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,2,That the putrid effluvium will mix with water seems to be evident from the following experiment .,putrid effluvium,Olfactive,Quality,17
424,948,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,4,"After a short time , the water contracts an extremely fetid and offensive smell , which seems to indicate that the putrid effluvium pervades the water , and affects the neighbouring air ; and since , after this , there is often no increase of the air , that seems to be the very substance which is carried off through the water , as fast as it is generated ; and the offensive smell is a sufficient proof that it is not fixed air .",the water air fetid offensive putrid offensive smell effluvium smell,Olfactive,Odour\_Carrier,85
425,951,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,5,"For this has a very agreeable flavour , whether it be produced by fermentation , or extracted from chalk by oil of vitriol ; affecting not only the mouth , but even the nostrils ; with a pungency which is peculiarly pleasing to a certain degree , as any person may easily satisfy himself , who will chuse to make the experiment .",peculiarly pleasing pungency,Olfactive,Quality,63
426,953,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,6,"If the water in which the mouse was immersed , and which is saturated with the putrid air , be changed , the greater part of the putrid air , will , in a day or two , be absorbed , though the mouse continues to yield the putrid effluvium as before ; for as soon as this fresh water becomes saturated with it , it begins to be offensive to the smell , and the quantity of the putrid air upon its surface increases as before .",the water air air putrid putrid offensive putrid air the mouse it putrid effluvium smell,Olfactive,Odour\_Carrier,88
427,957,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,7,I kept a mouse producing putrid air in this manner for the space of several months .,air putrid a mouse,Olfactive,Odour\_Carrier,17
428,960,053E Joseph Priestley 1775 Observations on different kinds of air__185_distribution_SCIE.txt,9,"Air thus generated from putrid mice standing in water , without any mixture of common air , extinguishes flame , and is noxious to animals , but not more so than common air only tainted with putrefaction .",putrid mice,Olfactive,Quality,38
429,962,054E Oliver Goldsmith 1774 An history of the earth and animated nature__193_distribution_SCIE.txt,6,"This the ancients called Propolis : it will grow considerably hard in June ; though it will in some measure soften by heat ; and is often found different in consistence , colour and smell .",Propolis smell,Olfactive,Smell\_Source,36
430,964,054E Oliver Goldsmith 1774 An history of the earth and animated nature__193_distribution_SCIE.txt,7,It has generally an agreeable aromatic odour when it is warmed ; and by some it is considered as a most grateful perfume .,agreeable aromatic a most grateful It it odour perfume,Olfactive,Quality,24
431,967,055E William Babington 1811 A syllabus of a course of lectures__51_distribution_SCIE.txt,1,Of Muriatic Acid .,Muriatic Acid,Olfactive,Smell\_Source,4
432,968,055E William Babington 1811 A syllabus of a course of lectures__51_distribution_SCIE.txt,4,"In this state heavier than Atmospherical Air ; 100 cubic inches at mean pressure and temperture , weighing 39 grains ; of a pungent odour ; irrespirable ; destructive to Flame , imparting to it under extinction a bright green colour ; inflames the skin without discolouring or corroding it",pungent odour,Olfactive,Quality,50
